time (s)	energy (uJ)	charge (mC)	voltage (mV)	crossing#mod 255
431978.548768	16.302391	0.002429	6.710517	29
431979.566836	17.402897	0.002414	7.210495	30
431980.648807	16.138100	0.002400	6.725423	31
431981.661362	17.536102	0.002407	7.284033	32
431982.743411	16.007097	0.002396	6.680279	33
431983.729922	17.065777	0.002405	7.097425	34
431984.808494	15.662325	0.002411	6.496770	35
431985.827005	17.007652	0.002397	7.095166	36
431986.907071	16.245798	0.002397	6.778041	37
431987.921651	17.249044	0.002401	7.183572	38
431989.001703	16.754072	0.002412	6.946847	39
431990.017776	17.376078	0.002410	7.209362	40
431991.099811	16.148176	0.002393	6.747665	41
431992.114354	17.100096	0.002425	7.051041	42
431993.198376	16.049335	0.002389	6.716686	43
431994.178883	17.691256	0.002407	7.350157	44
431995.292945	16.631411	0.002417	6.882002	45
431996.278984	18.050549	0.002402	7.516036	46
431997.390995	16.523140	0.002393	6.904347	47
431998.373008	17.818678	0.002406	7.405742	48
431999.487049	16.104496	0.002412	6.675694	49
432000.471090	17.439165	0.002400	7.265404	50
432001.551666	16.649174	0.002402	6.931343	51
432002.567699	17.885147	0.002398	7.459001	52
432003.648150	16.760593	0.002397	6.991737	53
432004.664262	18.075325	0.002410	7.500722	54
432005.748322	16.523663	0.002399	6.887249	55
432006.763297	17.195141	0.002393	7.186293	56
432007.844267	16.512432	0.002397	6.887579	57
432008.828332	17.708138	0.002410	7.347567	58
432009.908401	16.948601	0.002451	6.913790	59
432010.926443	17.634687	0.002395	7.362602	60
432012.005391	16.715132	0.002396	6.975326	61
432013.021413	17.534325	0.002395	7.321945	62
432014.103439	31.245092	0.002397	13.036934	63
432015.120408	17.141970	0.002400	7.141325	64
432016.198932	16.911180	0.002416	6.999849	65
432017.182915	17.787973	0.002405	7.395214	66
432018.297902	17.093576	0.002403	7.112683	67
432019.279924	17.922386	0.002397	7.476963	68
432020.393983	16.827879	0.002406	6.993820	69
432021.376052	17.899719	0.002423	7.387506	70
432022.458578	17.194510	0.002412	7.129808	71
432023.474621	17.967007	0.002403	7.476615	72
432024.558678	17.354483	0.002402	7.226123	73
432025.571229	18.344719	0.002413	7.601191	74
432026.655260	17.144249	0.002392	7.168821	75
432027.668225	18.408863	0.002405	7.655883	76
432028.748808	16.901106	0.002411	7.010362	77
432029.765375	18.056843	0.002406	7.506303	78
432030.845551	16.794514	0.002405	6.981934	79
432031.829984	18.397814	0.002394	7.686331	80
432032.944529	17.160221	0.002413	7.111175	81
432033.926504	18.748770	0.002405	7.794773	82
432035.040533	17.141453	0.002418	7.088038	83
432036.026518	17.973763	0.002391	7.516572	84
432037.109511	16.611317	0.002406	6.904679	85
432038.121621	17.545650	0.002425	7.234047	86
432039.203711	17.291203	0.002409	7.177525	87
432040.185691	18.471619	0.002400	7.697586	88
432041.302252	17.471436	0.002389	7.312109	89
432042.282837	18.687834	0.002409	7.757463	90
432043.396905	17.315603	0.002404	7.203024	91
432044.378798	18.343664	0.002402	7.637071	92
432045.461015	17.892756	0.002423	7.383336	93
432046.477070	18.555170	0.002411	7.696334	94
432047.559081	17.936163	0.002397	7.482407	95
432048.575108	18.583466	0.002404	7.729979	96
432049.655195	18.145157	0.002433	7.459037	97
432050.671261	18.694584	0.002416	7.736244	98
432051.753278	17.549089	0.002402	7.305590	99
432052.769366	18.177422	0.002398	7.579464	100
432053.849420	17.544525	0.002458	7.138688	101
432054.867931	17.215952	0.002393	7.193925	102
432055.913956	18.076555	0.002417	7.480299	103
432056.932911	18.570593	0.002391	7.766337	104
432058.012975	18.332718	0.002399	7.642130	105
432059.027551	19.038849	0.002410	7.898406	106
432060.107455	18.111662	0.002396	7.558553	107
432061.127701	18.540081	0.002401	7.722266	108
432062.205676	17.873285	0.002404	7.434187	109
432063.221756	18.101665	0.002407	7.521805	110
432064.305817	31.142626	0.002393	13.013717	111
432065.319875	17.445786	0.002420	7.209707	112
432066.400412	17.947170	0.002404	7.464039	113
432067.382968	19.341694	0.002410	8.026464	114
432068.497525	17.875237	0.002401	7.444741	115
432069.482045	18.629610	0.002401	7.759470	116
432070.596062	17.299055	0.002398	7.212865	117
432071.578085	18.242371	0.002409	7.572965	118
432072.658104	17.764467	0.002405	7.385577	119
432073.676150	17.731354	0.002399	7.392402	120
432074.754589	18.037727	0.002391	7.542874	121
432075.740608	19.883186	0.002416	8.230349	122
432076.855187	18.068111	0.002396	7.541634	123
432077.835728	19.485037	0.002401	8.113699	124
432078.949796	17.907978	0.002422	7.394972	125
432079.933798	19.268036	0.002402	8.022688	126
432081.014309	18.481661	0.002403	7.691772	127
432082.030875	19.395731	0.002399	8.086420	128
432083.113847	18.551264	0.002386	7.774331	129
432084.127879	19.458979	0.002400	8.106558	130
432085.208377	18.511683	0.002399	7.715393	131
432086.225303	18.983156	0.002399	7.913942	132
432087.305906	18.364492	0.002431	7.555532	133
432088.321921	18.339706	0.002408	7.615894	134
432089.403961	17.838814	0.002396	7.446200	135
432090.419993	17.481121	0.002394	7.301161	136
432091.468023	19.145676	0.002397	7.988601	137
432092.486058	19.179491	0.002391	8.021399	138
432093.568101	19.357357	0.002414	8.018719	139
432094.580639	19.583553	0.002414	8.114119	140
432095.660588	18.858240	0.002398	7.865469	141
432096.677273	19.142456	0.002405	7.959796	142
432097.761295	18.630310	0.002400	7.762942	143
432098.777284	18.863386	0.002401	7.854986	144
432099.855840	18.274124	0.002400	7.614188	145
432100.871885	18.253860	0.002397	7.614545	146
432101.956433	17.653511	0.002406	7.337258	147
432102.936431	19.609684	0.002398	8.177645	148
432104.018411	19.040598	0.002386	7.979991	149
432105.034494	19.946556	0.002401	8.306767	150
432106.116535	18.857256	0.002402	7.849362	151
432107.130563	19.583975	0.002401	8.156222	152
432108.212570	18.658091	0.002394	7.792878	153
432109.229325	18.504667	0.002397	7.720453	154
432110.309175	19.197416	0.002413	7.956203	155
432111.291080	20.444670	0.002394	8.538885	156
432112.407232	19.398252	0.002422	8.010077	157
432113.393236	20.229317	0.002407	8.404053	158
432114.503321	19.002365	0.002412	7.878434	159
432115.487338	19.809122	0.002399	8.257549	160
432116.601393	18.183687	0.002402	7.570495	161
432117.587433	18.740036	0.002390	7.842082	162
432118.665999	18.927851	0.002405	7.869487	163
432119.682020	18.297302	0.002396	7.635998	164
432120.762096	19.678705	0.002421	8.129365	165
432121.779095	18.122822	0.002395	7.566653	166
432122.861124	18.957615	0.002404	7.885493	167
432123.875159	17.948217	0.002405	7.463870	168
432124.957214	18.769812	0.002401	7.816164	169
432125.971100	17.707891	0.002402	7.371617	170
432127.053279	18.362833	0.002419	7.590745	171
432128.037344	19.775780	0.002396	8.253377	172
432129.119405	19.934389	0.002414	8.259088	173
432130.133991	19.794859	0.002413	8.203838	174
432131.204009	19.690096	0.002395	8.220596	175
432132.230952	19.331926	0.002417	7.998055	176
432133.313029	19.211695	0.002391	8.033884	177
432134.327612	18.713734	0.002415	7.750393	178
432135.410544	19.277378	0.002394	8.052696	179
432136.426559	17.792032	0.002391	7.440738	180
432137.507073	18.608383	0.002400	7.751973	181
432138.489118	20.211630	0.002402	8.415139	182
432139.605143	18.218290	0.002400	7.591990	183
432140.587152	19.728510	0.002396	8.233314	184
432141.671211	19.911644	0.002416	8.242371	185
432142.683753	19.248718	0.002415	7.969679	186
432143.765770	19.904699	0.002397	8.305614	187
432144.781828	18.560509	0.002393	7.756428	188
432145.863873	19.663065	0.002418	8.132549	189
432146.880455	17.621420	0.002389	7.377207	190
432147.959015	19.317446	0.002404	8.035551	191
432148.945033	20.100782	0.002384	8.430079	192
432150.059998	18.620985	0.002390	7.790096	193
432151.040553	20.299248	0.002402	8.450653	194
432152.154610	18.308954	0.002398	7.635552	195
432153.137124	19.676115	0.002397	8.210355	196
432154.221138	20.014675	0.002408	8.313076	197
432155.237110	19.083565	0.002390	7.984860	198
432156.315647	19.721363	0.002395	8.233954	199
432157.331691	18.954000	0.002395	7.912399	200
